id,content,server,channel,created,author,author_created,author_joined
847204678130597919,My math teacher stops taking work later today bruh,Homework Help Voice,general,2021-05-26 20:08:55.568000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204592872587264,Nobody is responding<:pepeHands:811495239730462751> <:pepeHands:811495239730462751>,Homework Help Voice,general,2021-05-26 20:08:35.241000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204543783895111,YALL CHARGE <:pepeHands:811495239730462751>,Homework Help Voice,general,2021-05-26 20:08:23.537000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204508681633802,It's assignments,Homework Help Voice,general,2021-05-26 20:08:15.168000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204427475451995,To pass,Homework Help Voice,general,2021-05-26 20:07:55.807000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204402430738432,And i need 4 points,Homework Help Voice,general,2021-05-26 20:07:49.836000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204350249926666,If I don't pass math I won't pass the grade,Homework Help Voice,general,2021-05-26 20:07:37.395000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204272856105022,I need someone to help <:pepeHands:811495239730462751>,Homework Help Voice,general,2021-05-26 20:07:18.943000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847204231563444295,I'm failing math by 5 points <:pepeHands:811495239730462751>,Homework Help Voice,general,2021-05-26 20:07:09.098000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847201234879250523,I NEED SOMEONE TO HELP ME ASAP,Homework Help Voice,general,2021-05-26 19:55:14.633000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847201211605319720,YO,Homework Help Voice,general,2021-05-26 19:55:09.084000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847197553069522954,Why am I marked with English role,Homework Help Voice,general,2021-05-26 19:40:36.821000,korbrickz,2018-06-05 19:49:48.081000,
847197521809506378,A,Homework Help Voice,general,2021-05-26 19:40:29.368000,korbrickz,2018-06-05 19:49:48.081000,
847161124378116189,are you in school rn?,Homework Help Voice,general,2021-05-26 17:15:51.544000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847160884907212800,I got on my math teachers good side and he literally skips me when checking for hw half of the time,Homework Help Voice,general,2021-05-26 17:14:54.450000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847160734257119252,are you the teacher to,Homework Help Voice,general,2021-05-26 17:14:18.532000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847160705547239434,cool,Homework Help Voice,general,2021-05-26 17:14:11.687000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847160454329794585,yeah,Homework Help Voice,general,2021-05-26 17:13:11.792000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847160448057868328,ok,Homework Help Voice,general,2021-05-26 17:13:10.297000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847160304168599642,wdym?,Homework Help Voice,general,2021-05-26 17:12:35.991000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847159986512461824,I think i'm the only one in my class who actually likes math,Homework Help Voice,general,2021-05-26 17:11:20.256000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847159879121633280,:D,Homework Help Voice,general,2021-05-26 17:10:54.652000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847159611952988220,it's understandable to be disappointed of a 85,Homework Help Voice,general,2021-05-26 17:09:50.954000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847154296747327490,:(,Homework Help Voice,general,2021-05-26 16:48:43.710000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847153464952750100,I would reccomend taking whatever final your talking about,Homework Help Voice,general,2021-05-26 16:45:25.395000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847153082843660349,up to you,Homework Help Voice,general,2021-05-26 16:43:54.293000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847153060341743636,I mean it's your grade,Homework Help Voice,general,2021-05-26 16:43:48.928000,paras,2019-11-02 18:49:24.468000,2021-05-26 16:36:52.434147
847119332810817596,help plzzz,Homework Help Voice,general,2021-05-26 14:29:47.658000,Herqy,2018-04-08 02:04:11.809000,2021-05-26 14:28:58.372282
847119320332632114,,Homework Help Voice,general,2021-05-26 14:29:44.683000,Herqy,2018-04-08 02:04:11.809000,2021-05-26 14:28:58.372282
847043291869872168,,Homework Help Voice,general,2021-05-26 09:27:38.085000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847043225437208626,ikr crazy D:<,Homework Help Voice,general,2021-05-26 09:27:22.246000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042966290694164,draw cute pictures,Homework Help Voice,general,2021-05-26 09:26:20.461000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042833360617482,catch em all,Homework Help Voice,general,2021-05-26 09:25:48.768000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042728453603338,so much passion,Homework Help Voice,general,2021-05-26 09:25:23.756000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042675537870889,whoa whoa,Homework Help Voice,general,2021-05-26 09:25:11.140000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042655330107402,pokeman dude waduhek is going on,Homework Help Voice,general,2021-05-26 09:25:06.322000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042332264103966,i think you need a bonsai tree >.< people arent as consistent as a tree,Homework Help Voice,general,2021-05-26 09:23:49.297000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847042251573559296,what happened,Homework Help Voice,general,2021-05-26 09:23:30.059000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847041393288544267,me too,Homework Help Voice,general,2021-05-26 09:20:05.428000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
847041387086348309,me too bro,Homework Help Voice,general,2021-05-26 09:20:03.949000,Subaru,2021-04-02 05:12:13.373000,2021-05-26 09:09:30.881047
846990223917580298,(L,Homework Help Voice,general,2021-05-26 05:56:45.699000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846989282257797120,"i did no one is replying 
its in 8 minutes done it would mean so much",Homework Help Voice,general,2021-05-26 05:53:01.190000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846989179618983936,😞,Homework Help Voice,general,2021-05-26 05:52:36.719000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846989161764356097,its 7th grade geo pls,Homework Help Voice,general,2021-05-26 05:52:32.462000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846989103836823602,pls jelp,Homework Help Voice,general,2021-05-26 05:52:18.651000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846988777175646218,can someone help me with a map for geo,Homework Help Voice,general,2021-05-26 05:51:00.769000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846988737754038273,hello,Homework Help Voice,general,2021-05-26 05:50:51.370000,jhavrocker,2020-03-29 04:19:37.784000,2021-05-26 05:50:28.674288
846976836213800991,"@​everyone We deliver quality **essays, articles, research papers, research proposals, dissertations, discussion posts, online classes, and many more. **We guarantee high-quality results devoid of grammatical errors and plagiarism. 24/7 services. 
WhatsApp: +254 94 157 189
Essays- 10-25 USD Per Page",Homework Help Voice,general,2021-05-26 05:03:33.822000,Academic Guru,2021-01-24 10:13:14.005000,
846976120409948173,thats the biggest problem for abortions is lack of sexual education or sexual products like birth control or condoms,Homework Help Voice,general,2021-05-26 05:00:43.161000,Baby Carrot,2016-10-01 22:26:56.622000,
846975986561581096,thanks,Homework Help Voice,general,2021-05-26 05:00:11.249000,Baby Carrot,2016-10-01 22:26:56.622000,
846944246841212959,Im in deep crap,Homework Help Voice,general,2021-05-26 02:54:03.910000,texas red,2020-11-16 06:30:16.904000,2021-05-26 02:52:53.474223
846944218308018216,Dude please,Homework Help Voice,general,2021-05-26 02:53:57.107000,texas red,2020-11-16 06:30:16.904000,2021-05-26 02:52:53.474223
846944163891249173,Guys please please please help I have this test due in 2 hours,Homework Help Voice,general,2021-05-26 02:53:44.133000,texas red,2020-11-16 06:30:16.904000,2021-05-26 02:52:53.474223
846856246195126283,Hello.,Homework Help Voice,general,2021-05-25 21:04:22.921000,Avocado_Juice,2020-09-24 02:23:42.793000,2021-05-25 21:01:53.927547
846856175639461909,Ah,Homework Help Voice,general,2021-05-25 21:04:06.099000,Avocado_Juice,2020-09-24 02:23:42.793000,2021-05-25 21:01:53.927547
846845834767368223,yea,Homework Help Voice,general,2021-05-25 20:23:00.643000,MaskedDefender,2021-05-18 11:02:04.092000,
846845676377079808,im not disagreeing,Homework Help Voice,general,2021-05-25 20:22:22.880000,MaskedDefender,2021-05-18 11:02:04.092000,
846845406080270426,"acab , cops like the power they have and they abuse it",Homework Help Voice,general,2021-05-25 20:21:18.436000,MaskedDefender,2021-05-18 11:02:04.092000,
846843391198756904,hi,Homework Help Voice,general,2021-05-25 20:13:18.051000,MaskedDefender,2021-05-18 11:02:04.092000,
846792021132705802,lol,Homework Help Voice,general,2021-05-25 16:49:10.473000,Shao Kahn.,2016-11-06 04:05:36.156000,
846791983782428672,im really stupid and i need math help,Homework Help Voice,general,2021-05-25 16:49:01.568000,Shao Kahn.,2016-11-06 04:05:36.156000,
846791944272085023,hello,Homework Help Voice,general,2021-05-25 16:48:52.148000,Shao Kahn.,2016-11-06 04:05:36.156000,
846748865101037598,are you guys good at math?,Homework Help Voice,general,2021-05-25 13:57:41.273000,MatiasTheDon,2021-05-12 02:06:06.198000,2021-05-25 13:56:12.461657
846748717847805983,thank you,Homework Help Voice,general,2021-05-25 13:57:06.165000,MatiasTheDon,2021-05-12 02:06:06.198000,2021-05-25 13:56:12.461657
846646331774992396,I have a lot of questions though,Homework Help Voice,general,2021-05-25 07:10:15.423000,sicko,2020-10-22 06:05:29.723000,2021-05-25 07:07:29.915055
846646295598596147,Well,Homework Help Voice,general,2021-05-25 07:10:06.798000,sicko,2020-10-22 06:05:29.723000,2021-05-25 07:07:29.915055
846645914701266945,I need help with maths,Homework Help Voice,general,2021-05-25 07:08:35.985000,sicko,2020-10-22 06:05:29.723000,2021-05-25 07:07:29.915055
846594752799309834,Hey guys i need help,Homework Help Voice,general,2021-05-25 03:45:18.037000,Themis,2020-09-12 09:40:40.766000,2021-05-25 02:59:42.826427
846594731533139968,"Situation
Two years after implementation, “supply” was a codification of knowledge culled from customers, warehouse delivery centers, transporters, and end-consumers. However, it was underutilized.

Reason of Failure #1
When ""supply"" was first released, it was wasted since customers discovered that the program just presented them with information they already had. Furthermore, “supply” did not result in higher sales volume for sales representatives or in the creation of better products for designers.

Specific Action/Actions to be Taken:",Homework Help Voice,general,2021-05-25 03:45:12.967000,Themis,2020-09-12 09:40:40.766000,2021-05-25 02:59:42.826427
846588198804258816,You ignoring me?,Homework Help Voice,general,2021-05-25 03:19:15.443000,matematykzadane,2021-05-21 23:22:31.075000,2021-05-25 02:19:54.251517
846584816531144734,Anyone here into business course?,Homework Help Voice,general,2021-05-25 03:05:49.046000,Themis,2020-09-12 09:40:40.766000,2021-05-25 02:59:42.826427
846579510241787914,But idk if that's how it works,Homework Help Voice,general,2021-05-25 02:44:43.928000,matematykzadane,2021-05-21 23:22:31.075000,2021-05-25 02:19:54.251517
846579416251236362,Pollard √16/9 = 4/3,Homework Help Voice,general,2021-05-25 02:44:21.519000,matematykzadane,2021-05-21 23:22:31.075000,2021-05-25 02:19:54.251517
846574589097148428,"Yeah, okay, its done. Its not hard, but i'm not sure.",Homework Help Voice,general,2021-05-25 02:25:10.636000,matematykzadane,2021-05-21 23:22:31.075000,2021-05-25 02:19:54.251517
846574080449970176,Where do i Ask questions here,Homework Help Voice,general,2021-05-25 02:23:09.365000,matematykzadane,2021-05-21 23:22:31.075000,2021-05-25 02:19:54.251517
846573869950435348,Hey,Homework Help Voice,general,2021-05-25 02:22:19.178000,matematykzadane,2021-05-21 23:22:31.075000,2021-05-25 02:19:54.251517
847550132114817075,i have like no math knowledge,Homework Help Voice,academic-help,2021-05-27 19:01:38.216000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847550076901261323,,Homework Help Voice,academic-help,2021-05-27 19:01:25.052000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847550063575433246,anyone help?,Homework Help Voice,academic-help,2021-05-27 19:01:21.875000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847549568971178034,the supply increases,Homework Help Voice,academic-help,2021-05-27 18:59:23.952000,cpt,2017-06-25 12:30:26.141000,
847549537140998154,right,Homework Help Voice,academic-help,2021-05-27 18:59:16.363000,cpt,2017-06-25 12:30:26.141000,
847548749035208814,can someone help me with economics 😬,Homework Help Voice,academic-help,2021-05-27 18:56:08.464000,cpt,2017-06-25 12:30:26.141000,
847547808910409758,bruh this is so confusing,Homework Help Voice,academic-help,2021-05-27 18:52:24.321000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847546887216693278,i dont,Homework Help Voice,academic-help,2021-05-27 18:48:44.572000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847546878165516328,no man im down bad,Homework Help Voice,academic-help,2021-05-27 18:48:42.414000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847546863435776030,lmao,Homework Help Voice,academic-help,2021-05-27 18:48:38.902000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847546861014614036,i didnt realize that was my problem,Homework Help Voice,academic-help,2021-05-27 18:48:38.325000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847546836763279360,oh wait,Homework Help Voice,academic-help,2021-05-27 18:48:32.543000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847546140949872671,yeah ik that but i think they are looking for a number and im not sure what to do,Homework Help Voice,academic-help,2021-05-27 18:45:46.648000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847544829264003102,can anyone help with this,Homework Help Voice,academic-help,2021-05-27 18:40:33.918000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847543161005539359,@Mathematics - Geometry,Homework Help Voice,academic-help,2021-05-27 18:33:56.174000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847542184713519154,lmao,Homework Help Voice,academic-help,2021-05-27 18:30:03.408000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847542181505400872,hhhh,Homework Help Voice,academic-help,2021-05-27 18:30:02.643000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847541688238473216,,Homework Help Voice,academic-help,2021-05-27 18:28:05.039000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847541679119532054,this is the pic,Homework Help Voice,academic-help,2021-05-27 18:28:02.865000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847541267943522345,geometry,Homework Help Voice,academic-help,2021-05-27 18:26:24.833000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847541084599222313,someone please help lmao,Homework Help Voice,academic-help,2021-05-27 18:25:41.120000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847541069788741633,"PART C:If the astronomer sets up the telescope in the center of the field on the bed of a truck 1.5 meters above the ground, what is the lowest angle at which he can observe?",Homework Help Voice,academic-help,2021-05-27 18:25:37.589000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847541027548299334,"PART B: If the astronomer wants to observe a star 15° above the horizon to the east, how far west must the astronomer move the telescope to see the star?",Homework Help Voice,academic-help,2021-05-27 18:25:27.518000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847540994697592843,PART A: What is the lowest angle of elevation at which the astronomer can observe a star?,Homework Help Voice,academic-help,2021-05-27 18:25:19.686000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847540956467298334,An amateur astronomer sets up his telescope in the center of a circular field. The field is surrounded by trees 20 m tall. The tripod holding the telescope pivots 1 m above the ground.,Homework Help Voice,academic-help,2021-05-27 18:25:10.571000,Zachh,2018-05-08 05:23:11.208000,2021-05-27 18:21:57.208589
847523935641534475,,Homework Help Voice,academic-help,2021-05-27 17:17:32.490000,Aaliyah,2021-01-30 17:35:51.635000,2021-05-27 16:54:25.760346
847518594757820466,"Can someone help me with this, it says, Given the following exponential function, identify whether the change represents growth or decay, determine the percentage rate of increase or decrease.      Then the equation is y=690(1.07)^x",Homework Help Voice,academic-help,2021-05-27 16:56:19.124000,Aaliyah,2021-01-30 17:35:51.635000,2021-05-27 16:54:25.760346
847503616427819058,me with a test,Homework Help Voice,academic-help,2021-05-27 15:56:48.012000,khush,2017-07-27 17:23:05.005000,
847503607544152084,can someone help,Homework Help Voice,academic-help,2021-05-27 15:56:45.894000,khush,2017-07-27 17:23:05.005000,
847484076541739008,,Homework Help Voice,academic-help,2021-05-27 14:39:09.340000,puffbars,2020-10-11 04:38:05.475000,2021-05-27 14:25:56.192073
847479549376987166,,Homework Help Voice,academic-help,2021-05-27 14:21:09.980000,mikee,2021-02-27 00:07:49.577000,2021-05-27 14:19:16.342200
847479260876242954,It’s chemistry btw,Homework Help Voice,academic-help,2021-05-27 14:20:01.196000,mikee,2021-02-27 00:07:49.577000,2021-05-27 14:19:16.342200
847479246511013888,"Hi can anyone help me with a homework assignment, if I completed it my grade will go up",Homework Help Voice,academic-help,2021-05-27 14:19:57.771000,mikee,2021-02-27 00:07:49.577000,2021-05-27 14:19:16.342200
847314627079307294,ok,Homework Help Voice,academic-help,2021-05-27 03:25:49.440000,prada baby,2021-05-21 01:40:46.171000,2021-05-27 03:12:36.754664
847314299289337866,i need some help with some home work,Homework Help Voice,academic-help,2021-05-27 03:24:31.289000,prada baby,2021-05-21 01:40:46.171000,2021-05-27 03:12:36.754664
847274668004081734,does anyone know how to find x,Homework Help Voice,academic-help,2021-05-27 00:47:02.454000,bosco,2017-12-26 18:21:03.205000,2021-05-27 00:44:22.966637
847268312315330570,pretty new to stuff like this if anyone could give me a hand that be great,Homework Help Voice,academic-help,2021-05-27 00:21:47.140000,Vito,2017-09-30 19:04:46.152000,
847267249504911361,,Homework Help Voice,academic-help,2021-05-27 00:17:33.746000,q',2020-08-18 01:49:20.455000,2021-05-27 00:16:16.246166
847249704311455784,ty,Homework Help Voice,academic-help,2021-05-26 23:07:50.646000,obi,2021-03-07 23:48:38.988000,
847249701459984434,ohhhh,Homework Help Voice,academic-help,2021-05-26 23:07:49.966000,obi,2021-03-07 23:48:38.988000,
847249267738673162,how did u get the 3 and 7,Homework Help Voice,academic-help,2021-05-26 23:06:06.559000,obi,2021-03-07 23:48:38.988000,
847249225443311616,no I know that I'm saying,Homework Help Voice,academic-help,2021-05-26 23:05:56.475000,obi,2021-03-07 23:48:38.988000,
847243064334352414,I don't get it,Homework Help Voice,academic-help,2021-05-26 22:41:27.552000,obi,2021-03-07 23:48:38.988000,
847239236734287932,okay,Homework Help Voice,academic-help,2021-05-26 22:26:14.981000,obi,2021-03-07 23:48:38.988000,
847238787079208980,how do I find the y and x bro I dont pay attention,Homework Help Voice,academic-help,2021-05-26 22:24:27.775000,obi,2021-03-07 23:48:38.988000,
847238496964182017,ik,Homework Help Voice,academic-help,2021-05-26 22:23:18.606000,obi,2021-03-07 23:48:38.988000,
847236487405895730,@Mathematics - Algebra,Homework Help Voice,academic-help,2021-05-26 22:15:19.490000,obi,2021-03-07 23:48:38.988000,
847235759080996885,Lmao gr7 me be like. Wha....,Homework Help Voice,academic-help,2021-05-26 22:12:25.844000,GrandStaff298,2020-01-15 17:09:25.083000,2021-05-26 22:07:11.388625
847235651325394944,idk how to do this shit,Homework Help Voice,academic-help,2021-05-26 22:12:00.153000,obi,2021-03-07 23:48:38.988000,
847234768117825566,,Homework Help Voice,academic-help,2021-05-26 22:08:29.580000,obi,2021-03-07 23:48:38.988000,
847214884034445322,,Homework Help Voice,academic-help,2021-05-26 20:49:28.845000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847214574407385108,THIS IS EASY NOW TY,Homework Help Voice,academic-help,2021-05-26 20:48:15.024000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847214402125824043,I think I'm starting to get these on my own,Homework Help Voice,academic-help,2021-05-26 20:47:33.949000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847214291978551336,Oh nvm,Homework Help Voice,academic-help,2021-05-26 20:47:07.688000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
847214264556322836,What's a sub total?,Homework Help Voice,academic-help,2021-05-26 20:47:01.150000,Crash,2020-04-30 01:16:57.052000,2021-05-26 19:54:59.526095
